tax_id,seqname
511995,Candidatus_Azobacteroides_pseudotrichonymphae_genomovar_CFP2|5119959
1702214,Candidatus_Bacteroides_periocalifornicus|17022143
1318743,Candidatus_Bartonella_ancashi|13187433
186490,Candidatus_Baumannia_cicadellinicola_strain_BGSS|1864903
186490,Candidatus_Baumannia_cicadellinicola|1864908
203907,Candidatus_Blochmannia_floridanus|2039076
291272,Candidatus_Blochmannia_pennsylvanicus_str_BPEN|2912726
859654,Candidatus_Blochmannia_vafer_str_BVAF|8596543
380242,Candidatus_Brocadia_fulgida|3802423
1197129,Candidatus_Brocadia_sinica_JPN1|11971294
242161,Candidatus_Burkholderia_calva|2421614
198822,Candidatus_Burkholderia_kirkii|19882217
244581,Candidatus_Caedibacter_acanthamoebae|2445815
456827,Candidatus_Cloacamonas_acidaminovorans|4568273
459349,Candidatus_Cloacimonas_acidaminovorans_str_Evry|4593498
1732214,Candidatus_Cloacimonas_sp_SDB|17322143
1211817,Candidatus_Clostridium_anorexicamassiliense_AP5|12118173
1400863,Candidatus_Competibacter_denitrificans_Run_A_D11|14008635
1400861,Candidatus_Contendobacter_odensis_Run_B_J11|14008613
477974,Candidatus_Desulforudis_audaxviator_MP104C|4779746
1401328,Candidatus_Endolissoclinum_faulkneri_L5|14013283
1408281,Candidatus_Endomicrobium_sp_Rsa215|14082813
224135,Candidatus_Glomeribacter_endosymbiont_of_Mortierella_elongata_strain_AG77|2241353
1070319,Candidatus_Glomeribacter_gigasporarum_BEG34|10703193
572265,Candidatus_Hamiltonella_defensa_5AT_Acyrthosiphon_pisum|5722655
672795,Candidatus_Hamiltonella_defensa_Bemisia_tabaci|6727956
1274402,Candidatus_Hepatobacter_penaei_strain_NHPB|12744026
476281,Candidatus_Ishikawaella_capsulata_Mpkobe|4762813
1208923,Candidatus_Kinetoplastibacterium_blastocrithidii_ex_Strigomonas_culicis|12089233
1208918,Candidatus_Kinetoplastibacterium_crithidii_TCC036E|12089183
1208920,Candidatus_Kinetoplastibacterium_oncopeltii_TCC290E|12089203
204669,Candidatus_Koribacter_versatilis_Ellin345|20466911
1277257,Candidatus_Liberibacter_africanus_PTSAPSY|12772574
1261131,Candidatus_Liberibacter_americanus_str_Sao_Paulo|12611313
1174529,Candidatus_Liberibacter_asiaticus_str_gxpsy|11745293
890399,Candidatus_Magnetoglobus_multicellularis_str_Araruama|8903993
1509431,Candidatus_Magnetomorum_sp_HK-1|15094314
1581557,Candidatus_Methylopumilus_planktonicus|15815573
1581680,Candidatus_Methylopumilus_turicensis|15816803
1231054,Candidatus_Microthrix_parvicella_Bio17-1|12310545
1229780,Candidatus_Microthrix_parvicella_RN1|12297804
696127,Candidatus_Midichloria_mitochondrii_IricVA|6961274
1234603,Candidatus_Moranella_endobia_PCVAL|12346033
1318617,Candidatus_Mycoplasma_girerdii_VCU_M1|13186173
985867,Candidatus_Odyssella_thessalonicensis_L13|9858676
1235990,Candidatus_Pantoea_carbekii|12359904
91604,Candidatus_Paracaedibacter_acanthamoebae|916046
244582,Candidatus_Paracaedibacter_symbiosus|2445825
439493,Candidatus_Pelagibacter_sp_HTCC7211|4394936
1002672,Candidatus_Pelagibacter_sp_IMCC9063|10026723
1400524,Candidatus_Pelagibacter_ubique_HTCC7214|14005243
1236703,Candidatus_Photodesmus_katoptron_Akat1|12367033
28176,Candidatus_Photodesmus_katoptron_strain_Akat8|281763
59748,Candidatus_Phytoplasma_australiense|597488
37692,Candidatus_Phytoplasma_mali|376924
669502,Candidatus_Profftella_armatura|6695027
264201,Candidatus_Protochlamydia_amoebophila_UWE25|26420115
1353977,Candidatus_Protochlamydia_sp_R18|13539773
1715285,Candidatus_Providencia_siddallii|17152853
488538,Candidatus_Puniceispirillum_marinum_IMCC1322|4885383
663321,Candidatus_Regiella_insecticola_LSR1|6633214
529884,Candidatus_Rhodoluna_lacicola_strain_MWH-Ta8|5298843
1359164,Candidatus_Rickettsia_amblyommii_str_AcPa|13591643
1105111,Candidatus_Rickettsia_amblyommii_str_GAT-30V|11051113
515618,Candidatus_Riesia_pediculicola_USDA|5156184
413404,Candidatus_Ruthia_magnifica_str_Cm_Calyptogena_magnifica|41340411
1619070,Candidatus_Saccharibacteria_bacterium_GW2011_GWC2_44_17|16190704
1619071,Candidatus_Saccharibacteria_bacterium_GW2011_GWC2_48_9|16190713
1332188,Candidatus_Saccharimonas_aalborgensis|13321883
234267,Candidatus_Solibacter_usitatus_Ellin6076|23426713
1574263,Candidatus_Stoquefichus_sp_KLE1796|15742633
1658109,Candidatus_Stoquefichus_sp_SB1|16581093
706194,Candidatus_Sulcia_muelleri_CARI|7061943
1189303,Candidatus_Sulcia_muelleri_PSPU|11893034
946483,Candidatus_Symbiobacter_mobilis_CR|9464834
1608419,Candidatus_Synechococcus_spongiarum_15L|16084193
1604020,Candidatus_Synechococcus_spongiarum_SP3|16040203
1125411,Candidatus_Thioglobus_singularis_PS1|11254117
1427364,Candidatus_Thioglobus_singularis|14273647
1133592,Candidatus_Uzinura_diaspidicola_str_ASNER|11335923
412965,Candidatus_Vesicomyosocius_okutanii_HA|4129658
860228,Capnocytophaga_canimorsus_Cc5|8602284
521097,Capnocytophaga_ochracea_DSM_7271|5210975
553177,Capnocytophaga_sputigena_ATCC_33612|5531776
1119529,Carboxydothermus_ferrireducens_DSM_11255|11195295
246194,Carboxydothermus_hydrogenoformans_Z-2901|2461946
1354314,Cardinium_endosymbiont_cBtQ1_of_Bemisia_tabaci|13543143
1231626,Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella|12316263
638300,Cardiobacterium_hominis_ATCC_15826|6383003
1336245,Carnimonas_nigrificans_ATCC_BAA-78|13362453
1449335,Carnobacterium_alterfunditum_DSM_5972|14493353
1449336,Carnobacterium_divergens_DSM_20623|14493363
1266845,Carnobacterium_sp_WN1359|12668455
33977,Caryophanon_latum_strain_DSM_14151|339773
33978,Caryophanon_tenue_strain_DSM_14152|339784
1349760,Castellaniella_caeni_NBRC_101664|13497604
1437824,Castellaniella_defragrans_65Phen|14378245
270498,Catabacter_hongkongensis_strain_ABBA15k|27049817
270498,Catabacter_hongkongensis_strain_HKU16|27049816
1121271,Catellibacterium_nectariphilum_DSM_15620|11212713
1234409,Catellicoccus_marimammalium_M35043|12344093
1121272,Catelliglobosispora_koreensis_DSM_44566|11212723
451640,Catenibacterium_mitsuokai_DSM_15897|4516405
1328313,Catenovulum_agarivorans_DS-2|13283133
479433,Catenulispora_acidiphila_DSM_44928|4794335
33876,Catenuloplanes_japonicus_strain_NRRL_B-16061|338763
592026,Catonella_morbi_ATCC_51271|5920263
69395,Caulobacter_henricii_strain_CB4|693959
366602,Caulobacter_sp_K31|3666028
1736520,Caulobacter_sp_Root343|17365203
1759059,Caulobacteraceae_bacterium_OTSz_A_272|17590594
1382303,Caulobacteraceae_bacterium_PMMR1|13823033
1225176,Cecembia_lonarensis_LW9|12251763
158822,Cedecea_neteri_M006|1588227
158822,Cedecea_neteri_ND14b|1588229
158822,Cedecea_neteri_strain_ND02|15882212
1208323,Celeribacter_baekdonensis_B30|12083233
1208324,Celeribacter_indicus_P73|12083243
1397108,Celeribacter_marinus_strain_IMCC12053|13971084
1295626,Cellulomonas_sp_B6|12956263
1736609,Cellulomonas_sp_Root930|17366093
1302620,Cellulomonas_sp_URHD0024|13026203
688270,Cellulophaga_algicola_DSM_14237|6882703
867900,Cellulophaga_lytica_DSM_7489|8679003
1294025,Cellulosilyticum_ruminicola_JCM_14822|12940253
1350482,Cellulosimicrobium_cellulans_F16|13504823
264251,Cellulosimicrobium_funkei_strain_U11|2642515
593907,Cellvibrio_gilvus_ATCC_13127|5939075
498211,Cellvibrio_japonicus_Ueda107|4982115
1622269,Cellvibrio_sp_pealriver|16222693
888060,Centipeda_periodontii_DSM_2778|8880603
1319815,Cetobacterium_somerae_ATCC_BAA-474|13198153
1339239,Cetobacterium_sp_ZOR0034|13392393
1173020,Chamaesiphon_minutus_PCC_6605|11730203
266779,Chelativorans_sp_BNC1|2667799
935840,Chelativorans_sp_J32|9358403
444444,Chelatococcus_daeguensis_strain_M3|4444443
363953,Chelatococcus_sambhunathii_strain_DSM_18167|3639534
1702325,Chelatococcus_sp_CO-6|17023253
1339254,Chitinibacter_sp_ZOR0017|13392543
1121274,Chitinibacter_tainanensis_DSM_15459|11212744
529086,Chitinilyticum_litopenaei_DSM_21440|5290863
1121278,Chitinimonas_koreensis_DSM_17726|11212783
1121280,Chitiniphilus_shinanonensis_DSM_23277|11212803
1335309,Chitinophaga_costaii_strain_A37T2|13353093
485918,Chitinophaga_pinensis_DSM_2588|4859186
1691979,Chitinophagaceae_bacterium_PMP191F|16919793
1143323,Chlamydia_gallinacea_08-12743|11433233
658600,Chlamydia_muridarum_MopnTet14|6586004
634464,Chlamydia_trachomatis_Sweden2|6344643
1046581,Chlamydiaceae_bacterium_10-13986|10465813
1752208,Chlamydiae_bacterium_Ga0074140|17522083
218497,Chlamydophila_abortus_S263|2184975
500464,Chlamydophila_psittaci_Mat116|5004643
517417,Chlorobaculum_parvum_NCIB_8327|5174175
1662223,Chlorobi_bacterium_NICIL-2|16622233
1617411,Chlorobi_bacterium_OLB4|16174113
1674889,Chlorobiales_bacterium_Clorobi_01|16748893
340177,Chlorobium_chlorochromatii_CaD3|34017711
290317,Chlorobium_phaeobacteroides_DSM_266|2903179
194439,Chlorobium_tepidum_TLS|1944397
1640513,Chloroflexi_bacterium_CSP1-4|16405133
1617415,Chloroflexi_bacterium_OLB14|16174153
326427,Chloroflexus_aggregans_DSM_9485|3264274
480224,Chloroflexus_sp_Y-400-fl|4802243
211165,Chlorogloeopsis_fritschii_PCC_6912|2111654
517418,Chloroherpeton_thalassium_ATCC_35110|5174185
1192034,Chondromyces_apiculatus_DSM_436|11920343
626937,Christensenella_minuta_strain_DSM_22607|6269378
1816678,Christensenella_sp_Marseille-P2437|18166783
1628212,Chromobacterium_sp_LK11|16282123
243365,Chromobacterium_violaceum_ATCC_12472|2433654
141390,Chromohalobacter_israelensis_6768|1413903
223900,Chromohalobacter_japonicus_CJ|2239003
290398,Chromohalobacter_salexigens_DSM_3043|29039811
251229,Chroococcidiopsis_thermalis_PCC_7203|2512293
1520703,Chrysanthemum_coronarium_phytoplasma|15207033
238674,Chrysanthemum_yellows_phytoplasma_CYP|2386743
266748,Chryseobacterium_antarcticum_strain_LMG_24720|2667486
445961,Chryseobacterium_soli_strain_DSM_19298|4459615
1736289,Chryseobacterium_sp_Leaf180|17362893
75695,Chrysosporum_ovalisporum_strain_UAM-MAO|756953
497964,Chthoniobacter_flavus_Ellin428|4979645
454171,Chthonomonas_calidirosea_strain_P488|4541714
454171,Chthonomonas_calidirosea_strain_TKA410|4541715
454171,Chthonomonas_calidirosea_strain_WRG12|4541713
766499,Citreicella_sp_357|7664993
501479,Citreicella_sp_SE45|5014793
1045009,Citricoccus_sp_CH26A|10450093
1006003,Citrobacter_freundii_ATCC_8090__MTCC_1658|10060033
546,Citrobacter_freundii_strain_A47|546168
1634516,Citromicrobium_sp_JL477|16345163
517722,Citromicrobium_sp_JLT1363|5177223
1647103,Citromicrobium_sp_RCC1878|16471033
31963,Clavibacter_michiganensis_subsp_nebraskensis|319635
31964,Clavibacter_michiganensis_subsp_sepedonicus|319646
1674914,Cloacimonetes_bacterium_WWEI_01|16749143
1635275,Clostridia_bacterium_41_269|16352753
1697786,Clostridia_bacterium_UC51-2E1|16977863
1629719,Clostridiaceae_bacterium_BRH_c20a|16297193
1585974,Clostridiaceae_bacterium_GM1|15859743
1658111,Clostridiaceae_bacterium_mt12|16581113
1671657,Clostridiales_bacterium_DTU073|16716573
1806837,Clostridiales_bacterium_Marseille-P2411|18068373
1121289,Clostridiisalibacter_paucivorans_DSM_22131|11212893
1496,Clostridioides_difficile|14961343
272562,Clostridium_acetobutylicum_ATCC_824|2725628
1128398,Clostridium_acidurici_9a|11283983
1509,Clostridium_sporogenes_strain_DSM_795|150939
553385,Cobetia_crustatorum_strain_JO1|5533854
1716176,Cobetia_sp_UCD-24C|17161763
1121346,Cohnella_laeviribosi_DSM_21336|11213463
979226,Cohnella_panacarvi_Gsoil_349|9792263
1590652,Cohnella_sp_VKM_B-2846|15906523
118168,Coleofasciculus_chthonoplastes_PCC_7420|1181683
279058,Collimonas_arenae_Cal35|27905816
279058,Collimonas_arenae_strain_Ter10|27905817
279113,Collimonas_pratensis_strain_Ter91|2791139
521003,Collinsella_intestinalis_DSM_13280|5210037
1499681,Collinsella_sp_MS5|14996813
167879,Colwellia_psychrerythraea_34H|1678795
58049,Colwellia_sp_MT41|580494
1458425,Comamonadaceae_bacterium_A1|14584253
614083,Comamonadaceae_bacterium_ED16|6140833
1457173,Comamonas_aquatica_DA1877|14571733
285,Comamonas_testosteroni_strain_WDL7|28549
363952,Comamonas_thiooxydans_strain_PHE2-6|3639529
1088868,Commensalibacter_intestini_A911|10888683
1208583,Commensalibacter_sp_MX-MONARCH01|12085834
1121351,Conchiformibius_kuhniae_DSM_17694|11213513
1121352,Conchiformibius_steedae_DSM_2580|11213523
1283299,Conexibacter_woesei_Iso977N|12832993
1609966,Confluentimicrobium_sp_EMB200-NS6|16099664
314285,Congregibacter_litoralis_KT71|3142854
450746,Coprobacillus_sp_8_1_38FAA|4507463
556262,Coprobacillus_sp_D6|5562623
717962,Coprococcus_catus_GD7|7179623
33043,Coprococcus_eutactus|330434
1259795,Coprothermobacter_platensis_DSM_11748|12597953
309798,Coprothermobacter_proteolyticus_DSM_5265|3097984
583355,Coraliomargarita_akajimensis_DSM_45221|5833553
1144275,Corallococcus_coralloides_DSM_2259|11442753
1531429,Coriobacteriaceae_bacterium_68-1-3|15314293
1111135,Coriobacteriaceae_bacterium_BV3Ac1|11111353
1588753,Coriobacteriales_bacterium_DNF00809|15887533
700015,Coriobacterium_glomerans_PW2|7000153
1528099,Corynebacteriales_bacterium_X1036|15280993
1528099,Corynebacteriales_bacterium_X1698|15624624
1718,Corynebacterium_glutamicum_strain_YI|171851
1121362,Corynebacterium_halotolerans_YIM_70093__DSM_44683|11213623
1224162,Corynebacterium_marinum_DSM_44953|12241623
1354337,Cosenzaea_myxofaciens_ATCC_19692|13543374
1592897,Coxiella-like_endosymbiont_strain_CRt|15928973
434924,Coxiella_burnetii_CbuK_Q154|4349245
227377,Coxiella_burnetii_RSA_493|2273777
1321945,Coxiella_burnetii_str_Namibia|13219454
1590042,Coxiellaceae_bacterium_CC99|15900423
1590043,Coxiellaceae_bacterium_HT99|15900433
1452487,Crenobacter_luteus_strain_CN10|14524873
1173022,Crinalium_epipsammum_PCC_9333|11730223
216432,Croceibacter_atlanticus_HTCC2559|2164327
450378,Croceicoccus_marinus_strain_E4A9|4503784
1348774,Croceicoccus_naphthovorans_strain_PQ-2|13487743
1783232,Croceicoccus_sp_H4|17832323
1300341,Croceitalea_dokdonensis_DOKDO_023|13003413
1408433,Crocinitomix_catalasitica_ATCC_23190|14084333
423471,Crocosphaera_watsonii_WH_0003|4234713
423474,Crocosphaera_watsonii_WH_8502|4234743
28141,Cronobacter_sakazakii_strain_M30|28141113
1656095,Cronobacter_sp_DJ34|16560953
1074000,Cronobacter_universalis_NCTC_9529|10740005
670052,Cryobacterium_arcticum_strain_PAMC_27867|6700527
1169145,Cryocola_sp_340MFSha31|11691453
1655595,Cryomorphaceae_bacterium_BACL29_MAG-121220-bin83|16555953
1655596,Cryomorphaceae_bacterium_BACL7_MAG-120322-bin74|16555963
469378,Cryptobacterium_curtum_DSM_15641|4693785
1262868,Cryptobacterium_sp_CAG338|12628683
927661,Cryptosporangium_arvum_DSM_44712|9276613
422296,Cucumibacter_marinus_DSM_18995|4222963
68895,Cupriavidus_basilensis_strain_KF708_NBRC_110671|688959
106590,Cupriavidus_necator_strain_PHE3-6|1065905
1040979,Cupriavidus_taiwanensis_STM_6070|10409793
164546,Cupriavidus_taiwanensis_strain_LMG_19424|1645467
1121372,Curtobacterium_ginsengisoli_DSM_22003|11213723
1736277,Curtobacterium_sp_Leaf154|17362773
1561023,Curtobacterium_sp_MR_MD2014|15610233
1336244,Curvibacter_gracilis_ATCC_BAA-807|13362443
1265504,Curvibacter_lanceolatus_ATCC_14669|12655043
1714344,Curvibacter_sp_PAE-UM|17143443
755178,Cyanobacterium_aponinum_PCC_10605|7551783
292563,Cyanobacterium_stanieri_PCC_7202|2925633
292564,Cyanobium_gracile_PCC_6307|2925643
1496688,Cyanobium_sp_CACIAM_14|14966883
180281,Cyanobium_sp_PCC_7001|1802814
43989,Cyanothece_sp_ATCC_51142|439894
860575,Cyanothece_sp_ATCC_51472|8605753
65393,Cyanothece_sp_PCC_7424|6539313
320787,Cyclobacterium_amurskyense_strain_KCTC_12363|3207875
880070,Cyclobacterium_marinum_DSM_745|8800703
641524,Cyclobacterium_qasimii_M12-11B|6415245
655438,Cycloclasticus_pugetii_PS-1|6554383
385025,Cycloclasticus_sp_P1|3850253
1198232,Cycloclasticus_zancles_7-ME|11982323
533240,Cylindrospermopsis_raciborskii_CS-505|5332404
1747196,Cylindrospermopsis_sp_CR12|17471964
56107,Cylindrospermum_stagnale_PCC_7417|561073
1242864,Cystobacter_fuscus_DSM_2262|12428643
1121373,Cytophaga_aurantiaca_DSM_3654|11213733
869213,Cytophaga_fermentans_DSM_9555|8692134
269798,Cytophaga_hutchinsonii_ATCC_33406|26979816
1751427,Cytophagales_bacterium_MC1A|17514273
13035,Dactylococcopsis_salina_PCC_8305|130353
35754,Dactylosporangium_aurantiacum_strain_NRRL_B-8018|357544
1304883,Dechloromonas_agitata_is5|13048833
159087,Dechloromonas_aromatica_RCB|1590876
281362,Dechloromonas_denitrificans_strain_ATCC_BAA-841|2813627
640081,Dechlorosoma_suillum_PS|6400813
1121375,Deefgea_rivuli_DSM_18356|11213753
639282,Deferribacter_desulfuricans_SSM1|6392823
1674894,Deferribacterales_bacterium_Deferri_01|16748943
1125863,Deferrisoma_camini_S3R1|11258633
1335048,Defluviimonas_alba_strain_cai42|13350483
1473580,Defluviitalea_phaphyphila_strain_Alg1|14735803
1006576,Defluviitoga_tunisiensis_strain_L3|10065769
61435,Dehalococcoides_mccartyi_strain_11a|614356
633145,Dehalococcoides_sp_GT|6331454
1703396,Dehalococcoidia_bacterium_SM23_28_2|17033963
1217799,Dehalogenimonas_alkenigignens_strain_IP3-3|12177996
552811,Dehalogenimonas_lykanthroporepellens_BL-DC-9|5528119
943347,Dehalogenimonas_sp_WBC-2|9433474
1768108,Deinococcus_actinosclerus_strain_BM2|17681084
937777,Deinococcus_peraridilitoris_DSM_19664|9377773
1182568,Deinococcus_puniceus_strain_DY1|11825683
398578,Delftia_acidovorans_SPH-1|3985785
80866,Delftia_acidovorans_strain_2167|808664
1827145,Delftia_sp_GW456-R20|18271453
180282,Delftia_tsuruhatensis_strain_MTQ3|1802828
1797818,Deltaproteobacteria_bacterium_GWC2_55_46|17978183
1703398,Deltaproteobacteria_bacterium_SG8_13|17033983
327095,Demequina_aestuarii_strain_NBRC_106260|3270953
676200,Demequina_aurantiaca_strain_NBRC_106265|6762003
1095025,Demequina_flava_strain_NBRC_105854|10950253
1121385,Demetria_terragena_DSM_11295|11213853
79604,Denitrobacterium_detoxificans_strain_NPOH1|796043
522772,Denitrovibrio_acetiphilus_DSM_12809|5227726
1349750,Dermabacter_hominis_NBRC_106157|13497503
1630135,Dermabacter_vaginalis_strain_AD1-86|16301354
1274,Dermacoccus_nishinomiyaensis_strain_M25|12743
1641401,Dermacoccus_sp_PE3|16414013
1121387,Dermatophilus_congolensis_DSM_44180__NBRC_105199|11213873
1121388,Derxia_gummosa_DSM_723|11213884
997346,Desmospora_sp_8437|9973463
644282,Desulfarculus_baarsii_DSM_2075|6442824
1429043,Desulfarculus_sp_SPR|14290433
1121392,Desulfatibacillum_aliphaticivorans_DSM_15576|11213923
439235,Desulfatibacillum_alkenivorans_AK-01|4392354
1629708,Desulfatitalea_sp_BRH_c12|16297084
1185843,Desulfatitalea_tepidiphila_strain_S28bF|11858434
1304884,Desulfitibacter_alkalitolerans_DSM_16504|13048843
1734395,Desulfitibacter_sp_BRH_c19|17343953
272564,Desulfitobacterium_hafniense_DCB-2|2725646
138119,Desulfitobacterium_hafniense_Y51|13811941
146907,Desulfitobacterium_sp_PCE1|1469073
880072,Desulfobacca_acetoxidans_DSM_11109|8800723
1121396,Desulfobacter_curvatus_DSM_3379|11213963
879212,Desulfobacter_postgatei_2ac9|8792123
1735114,Desulfobacteraceae_bacterium_RAAP-1|17351143
1703401,Desulfobacterales_bacterium_SG8_35_2|17034013
1121399,Desulfobacterium_anilini_DSM_4660|11213993
177437,Desulfobacterium_autotrophicum_HRM2|1774374
1629713,Desulfobulbaceae_bacterium_BRH_c16a|16297134
1167006,Desulfocapsa_sulfexigens_DSM_10523|11670065
1348163,Desulfocarbo_indianensis_strain_SCBM|134816316
1121405,Desulfococcus_multivorans_DSM_2059|11214053
96561,Desulfococcus_oleovorans_Hxd3|965615
1121406,Desulfocurvus_vexinensis_DSM_17965|11214063
485915,Desulfohalobium_retbaense_DSM_5692|4859155
888061,Desulfomicrobium_orale_DSM_12838|8880613
555779,Desulfonatronospira_thiodismutans_ASO3-1|5557793
1121413,Desulfonatronovibrio_hydrogenovorans_DSM_9292|11214133
698827,Desulfonatronovibrio_magnus_strain_AHT22|6988274
935942,Desulfonatronum_lacustre_DSM_10312|9359424
617001,Desulfonatronum_thioautotrophicum_strain_ASO4-1|6170015
159290,Desulfonatronum_thiodismutans_strain_MLF-1|1592904
1635258,Desulfonauticus_sp_38_4375|16352583
1379281,Desulfonauticus_sp_A7A|13792813
1294021,Desulfosarcina_cetonica_JCM_12296|12940215
933262,Desulfosarcina_sp_BuS5|9332627
1265505,Desulfospira_joergensenii_DSM_10085|12655053
476652,Desulfosporosinus_acididurans_strain_M1|4766523
1633135,Desulfosporosinus_sp_BG|16331354
1536651,Desulfosporosinus_sp_Tol-M|15366513
177439,Desulfotalea_psychrophila_LSv54|1774396
1293588,Desulfothermus_okinawensis_JCM_13304|12935884
1304886,Desulfotignum_balticum_DSM_7044|13048863
1286635,Desulfotignum_phosphitoxidans_DSM_13687|12866353
868595,Desulfotomaculum_carboxydivorans_CO-1-SRB|8685954
349161,Desulfotomaculum_reducens_MI-1|3491616
1641375,Desulfotomaculum_sp_46_80|16413753
1121433,Desulfovermiculus_halophilus_DSM_18834|11214333
207559,Desulfovibrio_alaskensis_G20|2075597
882,Desulfovibrio_vulgaris_str_Hildenborough|8825
1121467,Desulfovibrio_zosterae_DSM_11974|11214673
694431,Desulfurella_acetivorans_A63|6944313
1121472,Desulfurispora_thermophila_DSM_16022|11214723
589865,Desulfurivibrio_alkaliphilus_AHT2|5898654
1158318,Desulfurobacterium_sp_TC5-1|11583183
868864,Desulfurobacterium_thermolithotrophum_DSM_11699|8688643
1823759,Desulfuromonas_sp_DDH964|18237593
1603606,Desulfuromonas_sp_WTL|16036063
555088,Dethiobacter_alkaliphilus_AHT_1|5550884
469381,Dethiosulfovibrio_peptidovorans_DSM_11002|4693815
361041,Devosia_soli_strain_GH2-10|3610413
1736374,Devosia_sp_Leaf420|17363743
1736587,Devosia_sp_Root685|17365873
472569,Devriesea_agamarum_strain_IMP2|4725695
592028,Dialister_invisus_DSM_15470|5920283
910314,Dialister_microaerophilus_UPII_345-E|9103143
39950,Dialister_pneumosintes_strain_F0677|399504
246195,Dichelobacter_nodosus_VCS1703A|2461954
870,Dichelobacter_nodosus_strain_VPI_2340|8704
1240086,Dickeya_solani_RNS_082331A|12400869
1576604,Dickeya_sp_S1|15766043
1427366,Dickeya_zeae_EC1|14273664
309799,Dictyoglomus_thermophilum_H-6-12|3097994
515635,Dictyoglomus_turgidum_DSM_6724|5156354
37915,Dietzia_maris_strain_DSM_43672|379154
1785156,Dietzia_sp_111N12-1|17851563
499555,Dietzia_timorensis_strain_ID05-A0528|4995554
1156986,Diplorickettsia_massiliensis_20B|11569864
1156395,Dissulfuribacter_thermophilus_strain_S69|11563956
1300342,Dokdonella_koreensis_DS-123|13003423
313590,Dokdonia_donghaensis_MED134|3135906
313590,Dokdonia_sp_MED134|3135908
1239415,Dokdonia_sp_PRO95|12394155
398007,Dolichospermum_circinale_AWQC131C|3980073
883103,Dolosigranulum_pigrum_ATCC_51524|8831033
1437523,Domibacillus_indicus_strain_SD_111|14375233
1587527,Domibacillus_tundrae_strain_PAMC_80007|15875273
1836468,Donghicola_sp_JL3646|18364683
1121479,Donghicola_xiamenensis_DSM_18339|11214793
1380391,Dongia_sp_URHE0060|13803914
411461,Dorea_formicigenerans_ATCC_27755|4114614
658665,Dorea_sp_D27|6586653
1168034,Draconibacterium_orientale_strain_FH5|11680345
1544798,Draconibacterium_sp_JN14CK-3|15447983
1736227,Duganella_sp_Leaf61|17362273
1736518,Duganella_sp_Root336D2|17365183
1121480,Duganella_violaceinigra_DSM_15887|11214805
1121481,Dyadobacter_alkalitolerans_DSM_23607|11214814
1736295,Dyadobacter_sp_Leaf189|17362953
1217721,Dyella_japonica_A8|12177217
1379159,Dyella_jiangningensis_strain_SBZ_3-12|13791593
445710,Dyella_thiooxydans_strain_ATSB10|4457103
742767,Dysgonomonas_mossii_DSM_22836|7427673
742767,Dysgonomonas_mossii_DSM_22836|7427675
1658008,Dysgonomonas_sp_BGC7|16580083
765873,Ectothiorhodospira_haloalkaliphila_ATCC_51935|7658735
1442136,Ectothiorhodospira_sp_BSL-9|14421366
519989,Ectothiorhodospira_sp_PHS-1|5199895
1121860,Edaphobacter_aggregans_DSM_19364|11218603
634503,Edwardsiella_ictaluri_93-146|6345033
1650654,Edwardsiella_sp_LADL05-105|16506543
498217,Edwardsiella_tarda_EIB202|4982174
479437,Eggerthella_lenta_DSM_2243|4794375
665943,Eggerthella_sp_1_3_56FAA|6659433
502558,Eggerthella_sp_YY7918|5025584
1720315,Eggerthellaceae_bacterium_AT8|17203153
999415,Eggerthia_catenaformis_OT_569__DSM_20559|9994153
999415,Eggerthia_catenaformis_OT_569__DSM_20559|9994156
269484,Ehrlichia_canis_str_Jake|2694846
302409,Ehrlichia_ruminantium_str_Gardel|3024095
539,Eikenella_corrodens_strain_NML01-0328|5393
1795829,Eikenella_sp_NML070372|17958293
1432052,Eisenbergiella_tayi_strain_NML_110608|14320524
1432052,Eisenbergiella_tayi_strain_NML_120489|14320523
1117645,Elizabethkingia_anophelis_strain_CSID_3015183681|111764598
1756150,Elizabethkingia_genomosp_4|17561503
552518,Elstera_litoralis_strain_Dia-1|5525183
445932,Elusimicrobium_minutum_Pei191|4459326
1218108,Empedobacter_brevis_NBRC_14943__ATCC_43319|12181083
343874,Empedobacter_falsenii_282|3438744
929562,Emticicia_oligotrophica_DSM_17448|9295623
305900,Endozoicomonas_elysicola_strain_DSM_22380|3059003
570277,Endozoicomonas_montiporae_CL-33|5702773
1027273,Endozoicomonas_montiporae_strain_LMG_24815|10272735
553217,Enhydrobacter_aerosaccus_SK60|5532173
225324,Enhydrobacter_aerosaccus_strain_CGMCC9176|2253243
106592,Ensifer_adhaerens_strain_Casida_A|1065925
1736453,Ensifer_sp_Root1312|17364533
1837282,Enteractinococcus_sp_UASWS1574|18372823
550,Enterobacter_cloacae_strain_UW5|550412
1274399,Enterobacter_sp_Bisph1|12743993
1274400,Enterobacter_sp_Bisph2|12744003
1357296,Enterococcus_gallinarum_EGD-AAK12|13572963
1316414,Enterococcus_sp_HSIEG1|13164143
1235794,Enterorhabdus_caecimuris_B7|12357943
1121866,Enterorhabdus_mucosicola_DSM_19490|11218663
1121867,Enterovibrio_calviensis_DSM_14347|11218673
1190603,Enterovibrio_norvegicus_FF-33|11906033
1408435,Entomoplasma_melaleucae_ATCC_49191|14084354
421072,Epilithonimonas_lactis_strain_LMG_24401|4210728
